accuracy,dice_coef,loss,val_accuracy,val_dice_coef,val_loss,learning_rate
0.9199147820472717,0.7289978861808777,0.23321349918842316,0.7470595240592957,0.31672462821006775,0.6319640278816223,9.999999747378752e-05
0.9683763384819031,0.8525027632713318,0.11120746284723282,0.7470595240592957,0.2696371078491211,0.5776126980781555,9.999999747378752e-05
0.9731090664863586,0.8729236125946045,0.09462814778089523,0.7470595240592957,0.23561620712280273,0.5745571255683899,9.999999747378752e-05
0.9761274456977844,0.8859490156173706,0.08441569656133652,0.7470595240592957,0.17373795807361603,0.6222283244132996,9.999999747378752e-05
0.9769204258918762,0.8912786841392517,0.08005059510469437,0.7470595240592957,0.14806942641735077,0.6561604738235474,9.999999747378752e-05
0.9780363440513611,0.8971225619316101,0.07601134479045868,0.7470595240592957,0.1179082915186882,0.7103430032730103,9.999999747378752e-05
0.9796630144119263,0.9037413001060486,0.07106656581163406,0.7470595240592957,0.09725115448236465,0.7582963705062866,4.999999873689376e-05
0.9798875451087952,0.9057366251945496,0.0696932002902031,0.7470595240592957,0.08327279984951019,0.7977201342582703,4.999999873689376e-05
0.9800150990486145,0.9075145125389099,0.06881868839263916,0.7470595240592957,0.0699177235364914,0.8426600098609924,4.999999873689376e-05
0.9803065061569214,0.9092049598693848,0.06721924245357513,0.7469779253005981,0.0648137554526329,0.8624814748764038,4.999999873689376e-05
0.9805811643600464,0.9107282757759094,0.06579034775495529,0.7467713356018066,0.0677095353603363,0.8518601059913635,4.999999873689376e-05
